first,last,user,match_request,time_since_last
1455301667.36747,1455301682.92782,377,false,2767.9198100566864
1455300522.15357,1455300563.27132,378,false,1248.5886998176575
1455303373.73756,1455303393.26583,379,false,3471.9642400741577
1455298987.1038,1455299248.37194,380,true,0
1455299649.1009,1455299807.91023,381,false,0
1455305983.72086,1455306321.33324,382,true,3626.4182000160217
1455311873.21992,1455314974.14799,383,true,3472.1466999053955
1455300552.35484,1455300715.2684,384,false,0
1455301915.59406,1455302868.76672,385,true,0
1455302492.13574,1455302492.78409,386,false,0
1455302578.98324,1455302901.61458,387,true,0
1455309780.24961,1455311554.58989,388,false,6930.091680049896
1455302734.31264,1455302744.49023,389,false,0
1455305288.51274,1455305422.60682,390,true,919.7169098854065
1455302937.5666,1455303885.9155,391,true,0
1455304798.54326,1455304870.83026,392,true,0
